# Exclusives
nick_gonatas;Gonatas;;;;;;;;;;;;x
nick_philhellene;Philhellene;;;;;;;;;;;;x
nick_the_small;the Little;;;;;;;;;;;;x
nick_bozorg;Bozorg;;;;;;;;;;;;x 
nick_rabu;Rabu;;;;;;;;;;;;x
nick_deraz_dast;Deraz Dast;;;;;;;;;;;;x
nick_zehn_dar;Zehn-dar;;;;;;;;;;;;x
nick_megas;Megas;;;;;;;;;;;;x
nick_rhetor;Rhetor;;;;;;;;;;;;x
nick_olympios;Olympios;;;;;;;;;;;;x
nick_nomothetes;Nomothetes;;;;;;;;;;;;x
nick_baal_sefinim;Ba'al Sefinim;;;;;;;;;;;;x
nick_rab;Rab;;;;;;;;;;;;x
nick_aetos;Aetos;;;;;;;;;;;;x
nick_maluginensis;Maluginensis;;;;;;;;;;;;x
nick_tricostus;Tricostus;;;;;;;;;;;;x
nick_uritinus;Uritinus;;;;;;;;;;;;x
nick_cossus;Cossus;;;;;;;;;;;;x
nick_rutilus;Rutilus;;;;;;;;;;;;x
nick_arvina;Arvina;;;;;;;;;;;;x
nick_lentulus;Lentulus;;;;;;;;;;;;x
nick_caudinus;Caudinus;;;;;;;;;;;;x
nick_rufinus;Ruffinus;;;;;;;;;;;;x
nick_sulla;Sulla;;;;;;;;;;;;x
nick_scipio;Scipio;;;;;;;;;;;;x
nick_scapula;Scapula;;;;;;;;;;;;x
nick_barbatus;Barbatus;;;;;;;;;;;;x
nick_asina;Asina;;;;;;;;;;;;x
nick_calvus;Calvus;;;;;;;;;;;;x
nick_dolabella;Dolabella;;;;;;;;;;;;x
nick_maximus;Maximus;;;;;;;;;;;;x
nick_calussa;Calussa;;;;;;;;;;;;x
nick_blasio;Blasio;;;;;;;;;;;;x
# Assigned by event
nick_ktistes;Ktistes;;;;;;;;;;;;x
nick_nikator;Nikator;;;;;;;;;;;;x
nick_philadelphos;Philadelphos;;;;;;;;;;;;x
nick_philometor;Philometor;;;;;;;;;;;;x
nick_philopator;Philopator;;;;;;;;;;;;x
nick_poliorketes;Poliorketes;;;;;;;;;;;;x
nick_soter;Soter;;;;;;;;;;;;x
# Normals
nick_chakravartin;Chakravartin;;;;;;;;;;;;x
nick_epiphanes;Epiphanes;;;;;;;;;;;;x
nick_euergetes;Euergetes;;;;;;;;;;;;x
nick_keraunos;Keraunos;;;;;;;;;;;;x
nick_monophthalmos;Monophthalmos;;;;;;;;;;;;x
nick_physkon;Physcon;;;;;;;;;;;;x
