# Exclusives
nick_gonatas;Gonatas;;;;;;;;;;;;x
# Assigned by event
nick_ktistes;Ktistes;;;;;;;;;;;;x
nick_nikator;Nikator;;;;;;;;;;;;x
nick_philadelphos;Philadelphos;;;;;;;;;;;;x
nick_philometor;Philometor;;;;;;;;;;;;x
nick_philopator;Philopator;;;;;;;;;;;;x
nick_poliorketes;Poliorketes;;;;;;;;;;;;x
nick_soter;Soter;;;;;;;;;;;;x
# Normals
nick_chakravartin;Chakravartin;;;;;;;;;;;;x
nick_epiphanes;Epiphanes;;;;;;;;;;;;x
nick_euergetes;Euergetes;;;;;;;;;;;;x
nick_keraunos;Keraunos;;;;;;;;;;;;x
nick_monophthalmos;Monophthalmos;;;;;;;;;;;;x
nick_physkon;Physcon;;;;;;;;;;;;x
